title,description,link,parameters
pandas.tseries.offsets.QuarterEnd.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.isAnchored.html,
pandas.tseries.offsets.QuarterEnd.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.copy.html,
pandas.tseries.offsets.QuarterEnd.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.apply_index.html,
pandas.tseries.offsets.QuarterEnd.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.apply.html,
pandas.tseries.offsets.QuarterEnd.startingMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.startingMonth.html,
pandas.tseries.offsets.QuarterEnd.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.n.html,
pandas.tseries.offsets.QuarterEnd.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.rule_code.html,
pandas.tseries.offsets.QuarterEnd.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.normalize.html,
pandas.tseries.offsets.QuarterEnd.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.nanos.html,
pandas.tseries.offsets.QuarterEnd.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.name.html,
pandas.tseries.offsets.QuarterEnd.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.kwds.html,
pandas.tseries.offsets.QuarterEnd.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.freqstr.html,
pandas.tseries.offsets.QuarterEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.QuarterEnd.html,
pandas.tseries.offsets.BQuarterBegin.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_year_end.html,
pandas.tseries.offsets.BQuarterBegin.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_year_start.html,
pandas.tseries.offsets.BQuarterBegin.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_quarter_end.html,
pandas.tseries.offsets.BQuarterBegin.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_quarter_start.html,
pandas.tseries.offsets.BQuarterBegin.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_month_end.html,
pandas.tseries.offsets.BQuarterBegin.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_month_start.html,
pandas.tseries.offsets.BQuarterBegin.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.BQuarterBegin.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_on_offset.html,
pandas.tseries.offsets.BQuarterBegin.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.is_anchored.html,
pandas.tseries.offsets.BQuarterBegin.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.onOffset.html,
pandas.tseries.offsets.BQuarterBegin.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.isAnchored.html,
pandas.tseries.offsets.BQuarterBegin.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.copy.html,
pandas.tseries.offsets.BQuarterBegin.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.apply_index.html,
pandas.tseries.offsets.BQuarterBegin.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.apply.html,
pandas.tseries.offsets.BQuarterBegin.startingMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.startingMonth.html,
pandas.tseries.offsets.BQuarterBegin.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.n.html,
pandas.tseries.offsets.BQuarterBegin.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.rule_code.html,
pandas.tseries.offsets.BQuarterBegin.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.normalize.html,
pandas.tseries.offsets.BQuarterBegin.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.nanos.html,
pandas.tseries.offsets.BQuarterBegin.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.name.html,
pandas.tseries.offsets.BQuarterBegin.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.kwds.html,
pandas.tseries.offsets.BQuarterBegin.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.freqstr.html,
pandas.tseries.offsets.BQuarterBegin,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterBegin.html,
pandas.tseries.offsets.BQuarterEnd.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_year_end.html,
pandas.tseries.offsets.BQuarterEnd.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_year_start.html,
pandas.tseries.offsets.BQuarterEnd.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_quarter_end.html,
pandas.tseries.offsets.BQuarterEnd.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_quarter_start.html,
pandas.tseries.offsets.BQuarterEnd.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_month_end.html,
pandas.tseries.offsets.BQuarterEnd.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_month_start.html,
pandas.tseries.offsets.BQuarterEnd.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.BQuarterEnd.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_on_offset.html,
pandas.tseries.offsets.BQuarterEnd.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.is_anchored.html,
pandas.tseries.offsets.BQuarterEnd.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.onOffset.html,
pandas.tseries.offsets.BQuarterEnd.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.isAnchored.html,
pandas.tseries.offsets.BQuarterEnd.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.copy.html,
pandas.tseries.offsets.BQuarterEnd.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.apply_index.html,
pandas.tseries.offsets.BQuarterEnd.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.apply.html,
pandas.tseries.offsets.BQuarterEnd.startingMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.startingMonth.html,
pandas.tseries.offsets.BQuarterEnd.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.n.html,
pandas.tseries.offsets.BQuarterEnd.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.rule_code.html,
pandas.tseries.offsets.BQuarterEnd.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.normalize.html,
pandas.tseries.offsets.BQuarterEnd.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.nanos.html,
pandas.tseries.offsets.BQuarterEnd.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.name.html,
pandas.tseries.offsets.BQuarterEnd.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.kwds.html,
pandas.tseries.offsets.BQuarterEnd.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.freqstr.html,
pandas.tseries.offsets.BQuarterEnd,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.BQuarterEnd.html,
pandas.tseries.offsets.LastWeekOfMonth.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_year_end.html,
pandas.tseries.offsets.LastWeekOfMonth.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_year_start.html,
pandas.tseries.offsets.LastWeekOfMonth.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_quarter_end.html,
pandas.tseries.offsets.LastWeekOfMonth.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_quarter_start.html,
pandas.tseries.offsets.LastWeekOfMonth.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_month_end.html,
pandas.tseries.offsets.LastWeekOfMonth.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_month_start.html,
pandas.tseries.offsets.LastWeekOfMonth.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.LastWeekOfMonth.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_on_offset.html,
pandas.tseries.offsets.LastWeekOfMonth.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.is_anchored.html,
pandas.tseries.offsets.LastWeekOfMonth.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.onOffset.html,
pandas.tseries.offsets.LastWeekOfMonth.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.isAnchored.html,
pandas.tseries.offsets.LastWeekOfMonth.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.copy.html,
pandas.tseries.offsets.LastWeekOfMonth.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.apply_index.html,
pandas.tseries.offsets.LastWeekOfMonth.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.apply.html,
pandas.tseries.offsets.LastWeekOfMonth.week,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.week.html,
pandas.tseries.offsets.LastWeekOfMonth.weekday,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.weekday.html,
pandas.tseries.offsets.LastWeekOfMonth.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.n.html,
pandas.tseries.offsets.LastWeekOfMonth.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.rule_code.html,
pandas.tseries.offsets.LastWeekOfMonth.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.normalize.html,
pandas.tseries.offsets.LastWeekOfMonth.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.nanos.html,
pandas.tseries.offsets.LastWeekOfMonth.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.name.html,
pandas.tseries.offsets.LastWeekOfMonth.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.kwds.html,
pandas.tseries.offsets.LastWeekOfMonth.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.freqstr.html,
pandas.tseries.offsets.LastWeekOfMonth,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.LastWeekOfMonth.html,
pandas.tseries.offsets.WeekOfMonth.is_year_end,Return boolean whether a timestamp occurs on the year end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_year_end.html,
pandas.tseries.offsets.WeekOfMonth.is_year_start,Return boolean whether a timestamp occurs on the year start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_year_start.html,
pandas.tseries.offsets.WeekOfMonth.is_quarter_end,Return boolean whether a timestamp occurs on the quarter end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_quarter_end.html,
pandas.tseries.offsets.WeekOfMonth.is_quarter_start,Return boolean whether a timestamp occurs on the quarter start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_quarter_start.html,
pandas.tseries.offsets.WeekOfMonth.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_month_end.html,
pandas.tseries.offsets.WeekOfMonth.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_month_start.html,
pandas.tseries.offsets.WeekOfMonth.weekday,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.weekday.html,
pandas.tseries.offsets.WeekOfMonth.__call__,Call self as a function.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.__call__.html,"*args,**kwargs"
pandas.tseries.offsets.WeekOfMonth.is_on_offset,Return boolean whether a timestamp intersects with this frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_on_offset.html,
pandas.tseries.offsets.WeekOfMonth.is_anchored,Return boolean whether the frequency is a unit frequency (n=1).,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.is_anchored.html,
pandas.tseries.offsets.WeekOfMonth.onOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.onOffset.html,
pandas.tseries.offsets.WeekOfMonth.isAnchored,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.isAnchored.html,
pandas.tseries.offsets.WeekOfMonth.copy,Return a copy of the frequency.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.copy.html,
pandas.tseries.offsets.WeekOfMonth.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.apply_index.html,
pandas.tseries.offsets.WeekOfMonth.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.apply.html,
pandas.tseries.offsets.WeekOfMonth.week,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.week.html,
pandas.tseries.offsets.WeekOfMonth.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.WeekOfMonth.n.html,
